###,Series metadata
written by,Pyleoclim 1.1.0b0
lat,-19.8
lon,63.4
elevation,
time_unit,yrs BP
time_name,Age
value_unit,‰
value_name,$\delta^{18} O$
label,LaVierge
archiveType,speleothem
sensorType,
observationType,
importedFrom,
control_archiveType,False
log,
###,end metadata
Age [yrs BP],$\delta^{18} O$ [‰]
5181.715,-3.518
5185.327,-2.552
5188.955,-2.9
5192.595,-3.218
5196.243,-3.422
5199.895,-2.807
5203.548,-3.419
5207.198,-3.497
5210.84,-3.509
5214.471,-3.509
5218.087,-3.32
5221.685,-2.957
5225.26,-3.429
5228.809,-2.72
5232.328,-3.028
5235.812,-3.336
5239.259,-2.997
5242.665,-2.948
5246.025,-3.41
5249.336,-3.594
5252.594,-3.614
5255.795,-3.754
5258.935,-3.823
5262.011,-3.739
5265.018,-3.851
5267.954,-3.382
5270.84,-3.05
5273.837,-3.123
5276.965,-3.531
5280.22,-2.528
5283.594,-2.848
5287.084,-3.207
5290.683,-3.356
5294.385,-3.412
5298.186,-4.074
5302.078,-3.583
5306.058,-3.933
5310.119,-4.59
5314.255,-4.357
5318.462,-4.05
5322.733,-4.009
5327.062,-3.439
5331.445,-3.407
5335.875,-3.968
5340.348,-4.388
5344.856,-3.768
5349.396,-3.225
5353.96,-3.253
5358.544,-3.179
5363.142,-2.914
5367.749,-3.087
5372.358,-3.238
5376.964,-3.054
5381.561,-2.946
5386.145,-2.873
5390.709,-3.092
5395.248,-3.27
5399.755,-3.273
5404.226,-2.962
5408.655,-2.703
5413.037,-2.638
5417.364,-2.138
5421.633,-2.156
5425.838,-2.809
5429.972,-3.164
5434.03,-2.428
5438.008,-3.559
5441.898,-3.413
5445.695,-3.469
5449.395,-4.036
5452.99,-4.465
5456.477,-3.258
5459.848,-2.848
5463.098,-3.785
5466.223,-4.237
5469.215,-3.842
5472.07,-3.695
5474.783,-3.302
5477.346,-1.699
5479.843,-2.047
5482.36,-2.904
5484.893,-3.066
5487.442,-2.923
5490.005,-2.659
5492.58,-2.763
5495.165,-2.898
5497.759,-3.049
5500.359,-3.116
5502.965,-3.162
5505.574,-3.194
5508.185,-3.339
5510.796,-3.125
5513.405,-3.212
5516.01,-3.457
5518.611,-3.284
5521.204,-3.304
5523.788,-2.949
5526.362,-2.864
5528.924,-2.882
5531.472,-3.021
5534.005,-3.016
5536.52,-3.008
5539.016,-3.335
5541.491,-3.464
5543.944,-3.361
5546.372,-3.53
5548.775,-3.828
5551.149,-3.87
5553.495,-3.898
5555.809,-4.029
5558.09,-3.526
5560.336,-3.126
5562.546,-3.687
5564.718,-4.283
5566.851,-3.658
5568.941,-4.574
5570.996,-3.78
5573.051,-3.739
5575.116,-3.843
5577.189,-3.435
5579.271,-2.588
5581.362,-3.259
5583.461,-3.439
5585.57,-3.656
5587.687,-3.121
5589.813,-3.391
5591.948,-3.715
5594.092,-3.403
5596.244,-3.831
5598.407,-2.875
5600.578,-3.386
5602.758,-3.407
5604.948,-2.606
5607.146,-2.569
5609.354,-3.136
5611.572,-3.308
5613.799,-3.374
5616.035,-3.724
5618.28,-3.953
5620.536,-3.511
5622.801,-4.863
5625.075,-3.409
5627.359,-3.593
5629.653,-3.908
5631.956,-3.821
5634.27,-4.039
5636.593,-3.874
5638.926,-3.717
5641.268,-3.835
5643.621,-3.886
5645.984,-4.061
5648.357,-4.001
5650.74,-4.373
5653.133,-4.537
5655.537,-4.56
5657.95,-3.85
5660.374,-4.362
5662.808,-5.113
5665.252,-4.867
5667.707,-4.925
5670.173,-4.319
5672.649,-3.902
5675.135,-4.059
5677.632,-3.922
5680.139,-4.179
5682.658,-4.06
5685.186,-3.868
5687.726,-4.833
5690.277,-4.247
5692.838,-3.577
5695.41,-3.544
5697.993,-4.195
5700.588,-4.51
5703.193,-4.005
5705.809,-3.763
5708.436,-3.367
5711.075,-3.699
5713.725,-3.604
5716.385,-2.752
5719.058,-2.837
5721.741,-3.215
5724.436,-3.27
5727.142,-2.917
5729.86,-3.751
5732.59,-4.133
5735.33,-3.255
5738.083,-2.683
5740.847,-3.34
5743.623,-3.276
5746.453,-3.204
5749.38,-3.464
5752.399,-3.225
5755.508,-3.179
5758.705,-3.562
5761.985,-3.286
5765.347,-3.131
5768.787,-3.018
5772.301,-2.946
5775.889,-3.082
5779.545,-3.338
5783.268,-3.591
5787.055,-3.678
5790.902,-3.387
5794.806,-3.326
5798.765,-2.83
5802.776,-2.845
5806.835,-2.81
5810.941,-3.154
5815.089,-3.303
5819.276,-3.65
5823.501,-3.985
5827.76,-4.136
5832.05,-4.091
5836.368,-3.706
5840.711,-3.823
5845.076,-4.096
5849.46,-4.385
5853.861,-4.83
5858.275,-4.867
5862.699,-4.121
5867.131,-3.733
5871.567,-3.677
5876.005,-3.713
5880.442,-3.809
5884.874,-3.679
5889.298,-3.542
5893.713,-3.506
5898.114,-3.333
5902.5,-3.825
5906.866,-4.112
5911.21,-3.758
5915.529,-3.81
5919.82,-3.799
5924.081,-4.204
5928.307,-4.072
5932.497,-3.756
5936.647,-3.558
5940.754,-2.996
5944.816,-3.057
5948.829,-3.36
5952.791,-3.5
5956.698,-3.705
5960.547,-3.802
5964.337,-3.99
5968.063,-4.353
5971.723,-4.208
5975.314,-4.385
5978.832,-4.62
5982.275,-4.603
5985.641,-4.293
5988.925,-3.872
5992.135,-3.747
5995.327,-3.474
5998.51,-3.565
6001.684,-3.598
6004.852,-4.134
6008.012,-4.277
6011.167,-4.161
6014.316,-4.311
